id,datetime,source_collected_id,project,sector,state,announced,promised_capital_usd,promised_jobs,promised_first_output,actual_first_output,current_status,lag_years,slip_years,verification_tier,notes,promise_source,status_source,flag,promised_date_source,announced_dt,promised_first_output_dt,actual_first_output_dt,announced_raw,promised_first_output_raw,actual_first_output_raw,actual_date_source,country,criteria_id
88,2026-09-10T06:22:09Z,88,"GM-Samsung SDI Battery Cell Plant (SynergyCells), New Carlisle IN",Battery,IN,2023-04,3000000000,,2026,pending,NOT YET OPERATIONAL; mass production delayed from 2026 to 2027; Samsung SDI acquired GM's stake for full ownership,-1.0,-1.0,P,"Plant later sited in New Carlisle, Indiana. Capacity announced as 'more than 30 GWh'. As of Aug 2026 production postponed to 2027 and Samsung SDI acquired GM's ~50% stake to take full ownership (first fully owned cell factory in North America), with the plant pivoting toward energy-storage-system cells amid slower EV demand. Later ~$3.5B figure is a re-announcement per rule 4.",https://investor.gm.com/news-releases/news-release-details/general-motors-and-samsung-sdi-plan-invest-more-3-billion-expand/,https://www.electrive.com/2026/08/11/gm-exits-samsung-sdi-battery-cell-joint-venture/,"promise_source timed out on WebFetch and 403s to curl; read via web.archive.org snapshot (http://web.archive.org/web/2023id_/<original>), original cited. promise_source explicitly does not announce plant location or a job count ('not announcing the location of the plant or employment projections at this time'; jobs only 'in the thousands' incl. construction), so promised_jobs left empty and state (IN, New Carlisle) taken from status_source.",,2023-04-15,2026-07-01,,"DETROIT and SEOUL, South Korea , April 25, 2023 /PRNewswire/ -- General Motors Co. (NYSE: GM ) and Samsung SDI announced today they plan to invest more than $3 billion",they plan to invest more than $3 billion to build a new battery cell manufacturing plant in the United States that is targeted to begin operations in 2026,"the battery cell plant operated by their joint venture, SynergyCells - which will soon be fully owned by Samsung SDI - is not yet operational",,US,1B-or-2000-jobs
89,2026-09-10T06:23:25Z,89,"Albemarle Lithium Mega-Flex Facility (Richburg, SC)",Battery,SC,2023-03,1300000000,300,n/a,pending,PAUSED; groundbreaking deferred (Mar 2024) amid lithium-price collapse; no restart confirmed,-1.0,-1.0,P,"~$1.3B battery-grade lithium hydroxide 'Mega-Flex' processing plant near Richburg, Chester County, SC; ~50,000 t/yr initially, expandable to 100,000 t/yr. Promise source states construction expected to begin late in 2024 (not a first-output date). Mar 18, 2024 status: Albemarle told investors it would hold off building the facility as lithium prices tanked from 2022 highs; groundbreaking deferred. No credible source confirms a restart since.",https://investors.albemarle.com/news-and-events/news/news-details/2023/Albemarle-Corporation-Announces-New-U.S.-Lithium-Mega-Flex-Processing-Facility-in-South-Carolina/default.aspx,https://scdailygazette.com/2024/03/18/major-electric-vehicle-lithium-project-paused-other-sc-battery-recycling-investments-continue/,"status_source 403s to WebFetch; read via curl browser UA over HTTP/1.1. promised_first_output not stated: promise_source gives only construction start ('Construction is expected to begin late in 2024'), not a first-output date, so recorded as unconfirmed.",,2023-03-15,,,"March 22, 2023",unconfirmed,pending,,US,1B-or-2000-jobs
90,2026-09-10T06:25:11Z,90,"FREYR Giga America (Coweta County, GA)",Battery,GA,2022-11,1700000000,720,n/a,never,"CANCELLED; site sold, plant never built or produced",-2.0,-2.0,P,"Single Nov 11, 2022 announcement: initial ~34 GWh module at ~$1.7B, with total capital investments 'to more than $2.6 billion by 2029' (a phased total within the same announcement, not a separate re-announcement). Cancelled Feb 2025 citing rising interest rates and falling battery prices; 368-acre site sold for $50M gross (~$22.5M net after repaying state/local grants). FREYR since rebranded T1 Energy and pivoted to solar.",https://ir.freyrbattery.com/ir-news/press-releases/news-details/2022/FREYR-Battery-Announces-Plans-for-U.S.-Gigafactory-in-Georgia/default.aspx,https://www.ess-news.com/2025/02/10/freyr-cancels-2-6-billion-gigafactory-in-georgia-sells-site/,"promise_source domain ir.freyrbattery.com no longer resolves (FREYR rebranded to T1 Energy); read via web.archive.org snapshot https://web.archive.org/web/2023id_/https://ir.freyrbattery.com/ir-news/press-releases/news-details/2022/FREYR-Battery-Announces-Plans-for-U.S.-Gigafactory-in-Georgia/default.aspx; the original 404s. Announcement gives no dated first-output target for Giga America specifically (only company-wide '50 GWh by 2025' and total spend 'by 2029'), so promised_first_output=n/a.",,2022-11-15,,,FREYR Battery Announces Plans for U.S. Gigafactory in Georgia 11/11/2022,The project is expected to be developed in multiple phases beginning with an initial battery cell production module of approximately 34 GWh at a preliminarily estimated capital investment of $1.7 billion.,Freyr Battery has decided to abandon its plans for a $2.6 billion lithium-ion battery plant in Coweta County... construction on the 368-acre (149-hectare) site never began.,,US,1B-or-2000-jobs
91,2026-09-10T06:27:47Z,91,"Natron Energy Sodium-Ion Battery Gigafactory (Kingsboro Megasite, Edgecombe County)",Battery,NC,2024-08,1400000000,1000,n/a,never,"CANCELLED; Natron ceased all operations Sept 3, 2025 before construction; facility never built",-2.0,-2.0,P,"Nearly 1.2 million sq. ft. facility at the 437-acre Kingsboro megasite; planned 24 GWh annual sodium-ion battery capacity. Governor's release cites 1,062 JDIG-tied jobs and $3.4B economic growth over 12 years. Natron closed its Michigan and California facilities (~95 layoffs) after failing to raise funding; no NC incentive payments were made since targets were never met.",https://www.businesswire.com/news/home/20240815622233/en/Natron-Energy-Announces-Plans-for-$1.4-Billion-Giga-Scale-Sodium-Ion-Battery-Manufacturing-Facility-in-North-Carolina,https://www.wral.com/story/battery-maker-natron-closes-shop-killing-plans-for-1-000-jobs-in-north-carolina/22144342/,"promise_source businesswire 403s to WebFetch and curl (browser UA, HTTP/1.1); read via web.archive.org snapshot https://web.archive.org/web/2024id_/<original URL>. Neither primary source states a promised production-start date, so promised_first_output=n/a. Jobs discrepancy: businesswire says 'more than 1,000' while the governor's JDIG cites 1,062; recorded conservative 1,000.",https://governor.nc.gov/news/press-releases/2024/08/15/governor-cooper-announces-1000-new-jobs-edgecombe-county-natron-energy-selects-kingsboro-megasite,2024-08-15,,,"SANTA CLARA, Calif.--( BUSINESS WIRE )-- Natron Energy, Inc. ... today announced plans to build the first sodium-ion battery gigafactory in the United States. (Business Wire release datePublished 2024-08-15)","Once operational, the Edgecombe County facility will accelerate Natron's growth trajectory (no production-start date stated in either primary source)",The company's plans for North Carolina are also dead. ... It's unfortunate Natron will not be able to proceed with their plans.,,US,1B-or-2000-jobs
92,2026-09-10T06:29:13Z,92,American Battery Factory Tucson Gigafactory,Battery,AZ,2022-12,1200000000,1000,2025,pending,PRE-PRODUCTION; offtake secured and financing being finalized; production slated late 2027 (delayed from initial 2025 target),-1.0,-1.0,P,"~$1.2B capital investment, ~2M sq ft LFP battery cell gigafactory on Pima County Aerospace Research Campus. Broke ground Oct 26, 2023. Announcement promised initial factory module built within 18-24 months and first-phase construction completed by 2025; per March 2026 status, ABF secured 4.5+ GWh binding offtake and production is now slated for late 2027.",https://www.prnewswire.com/news-releases/american-battery-factory-selects-tucson-arizona-as-site-for-its-first-battery-cell-gigafactory-in-united-states-301696158.html,https://currentcells.com/article/american-battery-factory-45gwh-offtake-arizona-lfp-2026/,promised_date_source (azcommerce.com) 403s to WebFetch; read via curl with a browser user agent over HTTP/1.1 (step 2).,https://www.azcommerce.com/news-events/news/2023/10/american-battery-factory-breaks-ground-on-largest-us-lithium-iron-phosphate-battery-cell-gigafactory-in-tucson/,2022-12-15,2025-07-01,,"Dec. 6, 2022 /PRNewswire/ -- Arizona Governor Doug Ducey and Paul Charles, President and CEO of American Battery Factory (ABF), today announced that Tucson, Ariz. has been selected",The first phase of construction is expected to be completed by Sprung Instant Structures by 2025,"Production is slated to begin in late 2027, with the factory reaching its full 5.5 GWh run rate the following year.",,US,1B-or-2000-jobs
93,2026-09-10T06:30:01Z,93,"Ultium Cells / LG Energy Solution Lansing (Delta Township, MI)",Battery,MI,2022-01,2600000000,1700,2024 (late),2026-08-18,"PRODUCING; start of production Aug 18, 2026, ~900 employees ramping toward 1,700",4.6,1.9,P,GM-LG Energy Solution JV (Ultium Cells) at announcement; GM exited its stake in 2024 and the facility is now LG Energy Solution Michigan-Lansing. Promised late-2024 opening; production began 2026-08-18. Original plan ~50 GWh NMC EV cells; now LFP energy-storage plus NMC EV cells targeting 35+ GWh.,https://inside.lgensol.com/en/2022/01/gm-and-lg-energy-solution-investing-2-6-billion-to-build-3rd-ultium-cells-manufacturing-plant-in-lansing/,https://news.lgensol.com/company-news/press-releases/5163/,,,2022-01-15,2024-10-01,2026-08-18,"Announcement Date: January 26, 2022",the plant is scheduled to open in late 2024,"LG Energy Solution, the largest battery manufacturer in North America, announced the start of production today at its all-new, 226-acre facility in Lansing, Michigan.",,US,1B-or-2000-jobs
94,2026-09-10T06:31:41Z,94,Intel Fab 9 Rio Rancho,Semiconductors,NM,2021-05,3500000000,700,n/a,unconfirmed,PRODUCING; Fab 9 opened 2024-01-24 as first operational site for mass production of Foveros 3D advanced packaging,-4.0,-4.0,P,"Intel to invest $3.5B to equip Rio Rancho, New Mexico operations for advanced semiconductor packaging (Foveros 3D). Announcement also cited 1,000 construction jobs and 3,500 supported jobs (excluded; 700 direct high-tech jobs recorded). Fab 9 (with Fab 11X) opened 2024-01-24 as Intel's first co-located operational site for mass production of 3D advanced packaging.",https://www.intc.com/news-events/press-releases/detail/1464/intel-to-invest-3-5-billion-to-expand-new-mexico,https://www.intc.com/news-events/press-releases/detail/1670/intel-opens-fab-9-in-new-mexico,"promised_first_output: announcement states no production/first-output target (only 'construction expected to start in late 2021'), left unconfirmed. actual_first_output: status_source proves Fab 9 is in mass production but only dates the 2024-01-24 opening ceremony (opening is not first output); searched (ABQ Journal, Nasdaq/BusinessWire reprints, Intel newsroom global-manufacturing) and found no explicit start-of-production/first-package date, so left unconfirmed.",,2021-05-15,,,"May 3, 2021 6:36 PM EDT",unconfirmed,unconfirmed,,US,1B-or-2000-jobs
95,2026-09-10T06:32:55Z,95,Toyota TMMK Georgetown BEV (three-row Highlander EV),Auto Assembly,KY,2024-02,1300000000,,2026 (second half),pending,"DELAYED; production not started, now targeted January 2027 at the earliest (initially H2 2026)",-1.0,-1.0,P,"$1.3B builds on a prior May 2023 $591M announcement per the KY release; the initial production timing (H2 2026) is stated by the status source, as the Feb 2024 promise release gave no production date.",https://newkentuckyhome.ky.gov/Newsroom/NewsPage/20240206_ToyotaBEV,https://electrek.co/2026/09/02/toyota-delaying-3-row-highlander-electric-suv-again/,"promised_jobs left empty: the promise release states only a '700 full-time employees' increase to a job-retention commitment and an 'up to 8,950' annual job-target requirement, neither a clean direct-new-jobs figure. status_source (electrek) 403s to WebFetch; read via curl with a browser user agent. Capital $1.3B alone clears the size floor.",,2024-02-15,2026-10-01,,"February 6, 2024",which was initially planned to begin in the second half of 2026,Production is expected to begin in January 2027 at the earliest.,,US,1B-or-2000-jobs
96,2026-09-10T06:33:58Z,96,BMW Plant Spartanburg EV Expansion,Auto Assembly,SC,2022-10,1000000000,,2026,pending,"NOT YET PRODUCING; investment complete, iX5 assembly scheduled before end of 2026",-1.0,-1.0,P,"$1.7B total US investment announced 2022-10-19 = $1B to prepare Plant Spartanburg for EV production + a separate $700M high-voltage battery assembly plant in Woodruff, SC (a different site, 300 jobs, not summed here per one-site-one-project). Announcement stated at least six fully electric BMW X models by 2030; the iX5 will be the first fully electric BMW assembled in the US, per the 2026 status release the $1.7B investment is complete.",https://www.sccommerce.com/news/bmw-investing-17-billion-expand-sc-manufacturing-capacity-and-footprint,https://www.press.bmwgroup.com/global/article/detail/T0458864EN/bmw-group-completes-1-7-billion-u-s-investment-and-premieres-new-bmw-x5-at-%E2%80%9Chome-of-x%E2%80%9D-event-in-spartanburg-sc?language=en,,,2022-10-15,2026-07-01,,"Wednesday, October 19, 2022",Assembly is scheduled to begin at Plant Spartanburg before the end of 2026.,The fully electric BMW iX5 has not yet begun production; assembly is scheduled to begin at Plant Spartanburg before the end of 2026.,,US,1B-or-2000-jobs
97,2026-09-10T06:34:58Z,97,Eastman Molecular Recycling Facility Longview,Chemicals and Plastics,TX,2024-03,1200000000,200,n/a,pending,ON HOLD; under review after DOE revoked $375M grant (May 2025),-1.0,-1.0,P,"Second U.S. molecular recycling (methanolysis) facility, ~110,000 metric tonnes/yr of hard-to-recycle plastic; over 200 full-time jobs plus ~1,000 temporary construction jobs. DOE revoked a $375M grant in May 2025; Eastman reassessing scope, timing and location. Capital figure ($1.2B) stated in status_source.",https://longviewusa.com/about/news-updates/eastman-announces-plans-for-molecular-recycling-facility-in-longview-texas,https://news-journal.com/2026/04/09/moran-says-loss-of-375m-grant-for-eastman-project-devastating-hopes-it-will-be-restored/,"promise_source does not state a capital figure or a promised production-start date; $1.2B capital read from status_source. No promised first-output date stated in either source, so promised_first_output left as n/a. Plant has not produced (project on hold/under review), so actual_first_output = pending.",,2024-03-15,,,"March 25, 2024",unconfirmed,"Scope, timing and location of that project is now under review",,US,1B-or-2000-jobs
98,2026-09-10T06:36:31Z,98,"KORE Power KOREPlex Battery Cell Gigafactory (Buckeye, AZ)",Battery,AZ,2021-07,1200000000,3000,2024,never,"CANCELLED; site listed for sale, DOE $850M loan never closed",-2.0,-2.0,P,"214-acre Buckeye site purchased April 6, 2022; construction started 2022. Capital cited as $1.2B (incl. $850M federal loan) in promise_source and $1.25B in status_source. Cancelled/shelved as of Feb 6, 2025: founder/CEO Lindsay Gorrill stepped down (Jay Bellows hired as new CEO), a general contractor filed a ~$10.4M lien, and the conditional $850M DOE loan never materialized.",https://www.americanprogress.org/article/arizona-koreplex-battery-manufacturing-plant/,https://www.manufacturingdive.com/news/kore-power-nixes-plans-for-1-25-billion-battery-cell-plant-buckeye-arizona/739430/,"Capital discrepancy: $1.2B (incl. $850M federal loan) in promise_source vs $1.25B in status_source; used the promise_source initial figure. Announcement-date discrepancy: promise_source snapshot dates it July 29, 2021 while status_source cites May 2021 as when KORE was evaluating potential sites; used 2021-07 from the promise_source. Neither source states an exact first-output date; project was cancelled and never produced (actual_first_output=never).",,2021-07-15,2024-07-01,,"Announcement date: July 29, 2021 (project fact snapshot in the American Progress article)",It was slated for production in 2024 but faced construction delays over the years.,"The company told Phoenix Business Journal that its project ""will not move forward at this time.""",,US,1B-or-2000-jobs
99,2026-09-10T06:38:22Z,99,ExxonMobil Baytown Low-Carbon Hydrogen Facility,Chemicals and Plastics,TX,2023-01,,,2027,never,CANCELLED,-2.0,-2.0,P,"Blue-hydrogen facility at ExxonMobil's Baytown, TX complex: ~1 billion cubic feet/day of low-carbon hydrogen with >98% CO2 capture (~7 Mt/yr) plus low-carbon ammonia. FEED (front-end engineering and design) awarded to Technip Energies on 2023-01-30. Final investment decision targeted 2024, later updated to 2025, and startup later updated to 2029, per the release footnote. Cancelled/paused as reported Nov 2025 after failing to secure offtake customers and the spring-2025 withdrawal of a ~$332M DOE grant.",https://corporate.exxonmobil.com/news/news-releases/2023/0130_exxonmobil-awards-feed-for-worlds-largest-low-carbon-hydrogen-facility,https://www.canarymedia.com/articles/hydrogen/exxon-halts-massive-texas-low-carbon-hydrogen-facility,"promised_capital_usd and promised_jobs are not stated in either cited source: the ExxonMobil FEED release discloses no cost or job figure, and the Canary Media status article cites only a ~$332M DOE grant (withdrawn), not project capital. Row does not clear the $1B-or-2000-jobs floor on cited evidence; per collection rules I did not search beyond the lead's links for capital or jobs.",,2023-01-15,2027-07-01,,"Jan. 30, 2023",planned startup in 2027-2028,Exxon Mobil has pulled the plug on what would have been one of the world's largest hydrogen plants,,US,1B-or-2000-jobs
100,2026-09-10T06:39:11Z,100,Nutrien Geismar Clean Ammonia Facility,Chemicals and Plastics,LA,2022-05,2000000000,,2027,never,CANCELLED,-2.0,-2.0,P,"Announced May 18, 2022 as an ~$2B, 1.2 Mt/yr clean ('blue') ammonia facility at Geismar, LA with >=90% CO2 capture; FID expected 2023, construction 2024, full production by 2027. Work halted indefinitely in 2023 over rising costs and uncertain clean-ammonia demand, then formally cancelled in June 2024 as Nutrien refocused on core agriculture. Never reached production.",https://www.sec.gov/Archives/edgar/data/1725964/000119312522154155/d265331dex991.htm,https://www.theglobeandmail.com/business/article-nutrien-says-it-is-no-longer-pursuing-clean-ammonia-project-in/,,,2022-05-15,2027-07-01,,"NYSE, TSX: NTR May 18, 2022","If approved, construction...would begin in 2024 with full production expected by 2027",no longer pursuing its clean ammonia project in Louisiana,,US,1B-or-2000-jobs
101,2026-09-10T06:40:00Z,101,Enel 3Sun USA Solar Gigafactory (Tulsa Port of Inola),Solar,OK,2023-05,1000000000,1000,2024,pending,"ON HOLD; work stalled spring 2024, proceeds only if a US investor takes majority stake (as of late 2024)",-1.0,-1.0,P,"3 GW/yr bifacial heterojunction (HJT) cells and modules in a 2M+ sq ft plant, scalable to 6 GW with ~900 more phase-two jobs. ~1,800 construction jobs cited separately (excluded from promised_jobs). Enel CEO Cattaneo said the project advances only with a majority US investor; no 2025-2026 update located.",https://www.prnewswire.com/news-releases/enel-selects-oklahoma-as-site-for-planned-solar-pv-cell--panel-manufacturing-facility-301830698.html,https://www.okenergytoday.com/2024/11/enels-1-billion-oklahoma-solar-plant-deal-up-in-the-air/,,,2023-05-15,2024-07-01,,"Enel selects Oklahoma as site for planned solar PV cell & panel manufacturing facility ... May 22, 2023",it's anticipated that the first panels will be available to the market by the end of 2024,Construction was originally planned to begin in fall 2023 but never started; work stalled in spring 2024,,US,1B-or-2000-jobs
102,2026-09-10T06:41:32Z,102,Genentech (Roche) Holly Springs Biomanufacturing Facility,Pharmaceuticals,NC,2025-05,700000000,400,n/a,pending,"UNDER CONSTRUCTION; topped out Aug 2026, not yet operational",-1.0,-1.0,P,"Drug-substance biologics plant for next-generation obesity/metabolic medicines; ~700,000 sq ft; first East Coast Genentech plant, distinct from the Amgen and Fujifilm Diosynth sites in Holly Springs. Initial May 2025 announcement was a $700M+ investment; later expanded to ~$2B (Jan 2026) - a re-announcement per rule 4, not summed. Status source cites ~2,000 total jobs including over 1,500 construction and more than 500 manufacturing roles.",https://www.gene.com/media/press-releases/15059/2025-05-12/roche-and-genentech-announce-new-north-c,https://www.pharmamanufacturing.com/industry-news/news/55399524/genentech-marks-topping-out-of-2b-nc-biomanufacturing-facility,"On the initial May 2025 announcement figures ($700M+ capital, ~400 direct manufacturing jobs) the project clears NEITHER the $1B nor the 2,000-jobs floor; the ~$2B figure is a Jan 2026 re-announcement (notes) and the ~2,000 jobs cited later are mostly construction (over 1,500 construction + more than 500 manufacturing). Neither source states a promised first-output/completion date, so promised_first_output left as n/a.",,2025-05-15,,,"Monday, May 12, 2025",unconfirmed,"Once operational, the facility is expected to manufacture treatments for metabolic conditions such as obesity",,US,1B-or-2000-jobs
103,2026-09-10T06:43:27Z,103,Boeing South Carolina 787 Final Assembly Expansion (North Charleston),Aerospace and Defense,SC,2024-12,1000000000,1000,2028,pending,UNDER CONSTRUCTION (broke ground 2025-11-07),-1.0,-1.0,P,New ~1.2M-sq-ft final assembly building near Charleston International Airport to raise 787 output to a rate of 10 airplanes per month in 2026. Groundbreaking held 2025-11-07; site/staging work underway as of Aug 2025.,https://boeing.mediaroom.com/2025-11-07-Boeing-South-Carolina-Breaks-Ground-on-787-Site-Expansion,https://www.postandcourier.com/business/aerospace/boeing-sc-north-charleston-787-dreamliner-kelly-ortberg/article_685d3eac-b4f8-4624-b77f-73d0e333aab0.html,"actual_first_output = pending: this is an expansion of an already-running 787 final assembly line (exit c) and the new final assembly building is still under construction, so it has not produced. promised_first_output token 2028 is read from a building-completion statement ('complete around 2028'), not an explicit new-building production-start date; sources also cite a 10 aircraft/month rate target for 2026. Announcement date: promise_source states only 'late 2024' while status_source dates it to December (2024); 2024-12 token taken from status_source.",,2024-12-15,2028-07-01,,Boeing announced the expansion in December.,what our site will look like once expansion projects are complete around 2028,"Work is already underway. On Friday, a section of Boeing's property along South Aviation is now a staging area for heavy equipment and building materials.",,US,1B-or-2000-jobs
104,2026-09-10T06:45:18Z,104,Tesla Gigafactory Nevada 4680 & Semi Expansion,Auto Assembly,NV,2023-01,3600000000,3000,2024,2026-04,"PRODUCING; first Semi off high-volume line, ramp beginning",3.2,1.8,P,"~$3.6B expansion of Gigafactory Nevada (Sparks/Storey County) adding a 100 GWh 4680 cell plant and a dedicated high-volume Tesla Semi factory (~4M sq ft added, ~3,000 direct jobs). Musk said he expected to exceed $3.6B, possibly over $4B; kept the initial $3.6B blog-post figure per re-announcement discipline.",https://www.forbes.com/sites/alanohnsman/2023/01/24/tesla-pouring-36-billion-into-nevada-plant-for-ev-battery-semi-production/,https://electrek.co/2026/04/29/tesla-semi-first-truck-high-volume-production-line/,"promise_source 403s to WebFetch and browser-UA curl; read via https://web.archive.org/web/2023id_/<URL>. Dual-purpose project (100 GWh 4680 battery plant + Tesla Semi factory); classified Auto Assembly because the tracked first output is the Semi truck, but the battery plant is a comparable component.",,2023-01-15,2024-07-01,2026-04-15,"Jan 24, 2023 ... Tesla ... said in a blog post on Tuesday that it will spend $3.6 billion","Production of Semis will be limited this year but should reach high volume next year, Musk said","Tesla has produced the first Semi truck off its new high-volume production line at Gigafactory Nevada, marking a critical milestone for the long-delayed electric truck program",,US,1B-or-2000-jobs
105,2026-09-10T06:47:39Z,105,Lake Charles Methanol II,Chemicals and Plastics,LA,2024-02,3240000000,123,2027 (second half),pending,"PRE-CONSTRUCTION; in FEED, FID anticipated Q2 2026",-1.0,-1.0,P,"Greenfield low-carbon ('blue') methanol plant (~3.6M tonnes/yr) at the Port of Lake Charles/Westlake, LA, with carbon capture (~1M tpy CO2). Zachry Group awarded FEED (Nov 2025). FID slipped from mid-2024 (promise source) to Q2 2026 (Zachry release).",https://www.opportunitylouisiana.gov/news/lake-charles-methanol-announces-plan-for-new-3-2-billion-manufacturing-plant-in-southwest-louisiana,https://zachrygroup.com/press-releases/Zachry_Group_Selected_for_FEED_Scope_on_Worlds_Largest_Low_Carbon_Blue_Methanol_Project.html,"Lead's status_source (icis.com) is behind Imperva/Incapsula and has no Wayback snapshot; substituted the Zachry Group press release, which states the same FEED award and Q2-2026 FID. promised_jobs=123 direct is below the 2000-job floor; row clears scope on capital ($3.24B) alone.",,2024-02-15,2027-10-01,,"February 14, 2024",commercial operations to begin in late 2027,"The FEED phase, currently underway, will define the technical and economic foundations of the project",,US,1B-or-2000-jobs
106,2026-09-10T06:50:06Z,106,Gotion Manteno Battery Plant,Battery,IL,2023-09,2000000000,2600,2024,2025-Q2,PRODUCING; ramping below plan (~300 employees vs 450 target for end-2025),1.7,0.9,P,"Converted 1.5M-sq-ft former Kmart distribution center on 153 acres in Manteno, Kankakee County. First output was commercial/residential/industrial energy-storage units on early assembly lines; EV LFP battery-cell production scheduled to begin ~Sept 2025. State incentives ~$536M. Distinct from Gotion's Green Charter Township, Michigan site.",https://www.manufacturingdive.com/news/gotion-2-billion-ev-lithium-battery-plant-manteno-illinois/693223/,https://www.shawlocal.com/daily-journal/2025/11/18/gotion-gives-updates-on-manteno-plant/,"actual_first_output not dated by the promise or status sources; the status source confirms the plant is producing (five lines) but gives no start date. Per third-source search, first output was commercial-scale energy-storage products in spring 2025 (EV battery-cell production began later, ~Sept 2025); dated via autotechinsight.spglobal.com (2025-08-18), cited in actual_date_source. Announcement made by Gov. Pritzker; article dated Sept 2023.",,2023-09-15,2024-07-01,2025-05-15,Gov. JB Pritzker announced on Friday,"Production is expected to begin next year, according to a state announcement.",The company initially launched the manufacturing of commercial-scale energy storage products in the spring with two assembly lines.,https://autotechinsight.spglobal.com/news/5283484/gotion-to-start-ev-battery-production-in-manteno-in-september-with-five-production-lines,US,1B-or-2000-jobs
107,2026-09-10T06:52:58Z,107,Stellantis Belvidere Assembly Plant,Auto Assembly,IL,2025-01,600000000,3300,2027,pending,"DELAYED; retooling underway (>$60M spent through July 2026); pilot production slipped to H1 2028, retail production H2 2029",-1.0,-1.0,P,"Belvidere idled Feb 2023 after Jeep Cherokee production ended. A late-2023 UAW contract agreement to reopen was reversed/delayed; Stellantis recommitted on Jan 24, 2025 to build an all-new mid-size pickup (targeted 2027). $335M DOE grant awarded July 2024 for EV conversion was put on hold. Investment $600M (announced fall 2025) later raised to more than $800M (Aug 2026); more than $60M spent through July 2026 on stamping, body, paint and general assembly. Plant to build the next-gen Jeep Cherokee on the new STLA One platform (minimum two vehicles, two shifts). Oct 2025 statement cited ~3,300 jobs and a 2027 launch; timeline has since slipped to pilot production H1 2028 / retail production H2 2029.",https://www.manufacturingdive.com/news/stellanitis-commits-reopening-belvidere-assembly-uaw-build-new-truck-2027/738187/,https://www.rockfordnewsfirst.com/2026/08/14/work-underway-reopen-belvidere-assembly-plant-stellantis-outlines-production-timeline/,"Jobs discrepancy: promise_source (Jan 24, 2025) cites ~1,500 union-represented jobs; status_source cites Stellantis' Oct 2025 figure of ~3,300 jobs, recorded here as the full-plant direct-jobs figure (Stellantis did not directly address the figure when asked Aug 2026). Anchor set to the Jan 24, 2025 recommitment per promise_source; an earlier late-2023 UAW agreement to reopen was reversed and is given only as 'late 2023' (no precise month). Capital $600M is the initial figure (announced fall 2025); later raised to >$800M (Aug 2026), kept per re-announcement discipline.",,2025-01-15,2027-07-01,,Stellantis has committed to reopening its shuttered Belvidere Assembly plant in Illinois to build an all-new mid-size pickup truck in 2027.,build an all-new mid-size pickup truck in 2027,"the company expects pilot production of the next-generation Jeep Cherokee to start in the first half of 2028, with retail production targeted for the second half of 2029",,US,1B-or-2000-jobs
108,2026-09-10T06:54:10Z,108,Texas Instruments RFAB2 Richardson,Semiconductors,TX,2019-04,3100000000,488,n/a,2022-09,IN PRODUCTION; both RFAB1 and RFAB2 ramping to full volume,3.4,-3.0,P,"Second 300mm analog/embedded wafer fab (RFAB2) in North Richardson, TX. Jobs stated as 'more than 488' direct. Both Richardson fabs in production per TI facility page.",https://communityimpact.com/top-stories/2019/04/18/texas-instruments-commits-to-3-1-billion-north-richardson-expansion-project/,https://www.ti.com/about-ti/manufacturing/richardson.html,Neither cited source states a promised/targeted first-output date; promised_first_output left as n/a. promised_jobs recorded as 488 from 'more than 488 jobs'.,,2019-04-15,,2022-09-15,"Texas Instruments commits to $3.1 billion North Richardson expansion project (article dated April 18, 2019)",unconfirmed,Our newest fab (RFAB2) started production in September 2022.,,US,1B-or-2000-jobs
109,2026-09-10T06:56:01Z,109,Cleveland-Cliffs Middletown Works green-steel DRI project,Steel,OH,2024-03,1300000000,170,n/a,never,CANCELLED; hydrogen/DRI green-steel plan abandoned. Per late-Feb 2026 Ohio EPA air-permit filing Cliffs now plans to refurbish the existing coal blast furnace and add a waste-gas cogeneration plant.,-2.0,-2.0,P,"Middletown Works, Middletown OH. Original plan: replace coal blast furnace with hydrogen-ready flex-fuel DRI plant plus two electric melting furnaces (near-zero-emissions green steel). DOE grant of up to $575M total (Middletown share cited as ~$500M) via the $6.3B Industrial Demonstrations Program (IRA-funded). Promise source states no explicit production/first-output date; only construction 'primarily starting in 2025 and expected to conclude by 2029'. As of Mar 2026 reporting the DOE grant reportedly remains intact but its revised use is unresolved; Cliffs now intends to start construction on its 'Energy Recovery and Advanced Efficient Ironmaking Project' on Sept. 29, 2026.",https://www.clevelandcliffs.com/news/news-releases/detail/629/cleveland-cliffs-selected-to-receive-575-million-in-us,https://ohiocapitaljournal.com/2026/03/27/whats-next-for-ohios-former-green-steel-project-more-coal-it-seems/,"Capital discrepancy: lead summary says ~$1.6B; promise source states Cliffs' net capital outlay of approximately $1.3 billion (net of capital avoidance) for Middletown, used here. Promise source gives no explicit promised first-output date (only construction concluding by 2029), so promised_first_output=n/a. status_source returned HTTP 403 to WebFetch; read via curl with a browser user agent over HTTP/1.1.",,2024-03-15,,,"March 25, 2024 6:12am EDT",over a 5-year period primarily starting in 2025 and expected to conclude by 2029,"The steel manufacturer had already abandoned its plan to replace a coal-based blast furnace at the southwest Ohio plant with cleaner, hydrogen-ready technology and electric furnaces.",,US,1B-or-2000-jobs
